epoca,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7,w1_8,w1_9,w1_10,w1_11,w1_12,w1_13,w1_14,w2_0,w2_1,w2_2,w2_3,w2_4,w2_5,w2_6,w2_7,w2_8,w2_9,b1_0,b1_1,b1_2,b1_3,b1_4,b2_0,b2_1
439.000000,0.137240,0.106678,0.117688,0.107327,-0.215496,0.151706,0.146844,0.150389,0.144918,-0.270549,0.161702,0.162919,0.146551,0.110000,-0.281554,-1.676305,1.712538,-1.488485,1.499001,-1.493944,1.474596,-1.134859,1.212791,4.396007,-4.333358,-2.008973,-1.744884,-1.732773,-1.310852,4.177415,1.601333,-1.699020
440.000000,0.137269,0.106718,0.117720,0.107350,-0.215534,0.151748,0.146874,0.150417,0.144934,-0.270618,0.161725,0.162928,0.146569,0.110016,-0.281627,-1.677006,1.713242,-1.489108,1.499625,-1.494563,1.475217,-1.135349,1.213283,4.397570,-4.334924,-2.009962,-1.745783,-1.733667,-1.311580,4.178970,1.601679,-1.699366
441.000000,0.137298,0.106757,0.117752,0.107373,-0.215572,0.151790,0.146905,0.150446,0.144951,-0.270686,0.161747,0.162937,0.146587,0.110032,-0.281701,-1.677705,1.713943,-1.489728,1.500248,-1.495180,1.475836,-1.135837,1.213772,4.399128,-4.336485,-2.010947,-1.746679,-1.734559,-1.312305,4.180520,1.602023,-1.699710
442.000000,0.137326,0.106796,0.117784,0.107396,-0.215610,0.151832,0.146935,0.150474,0.144967,-0.270754,0.161769,0.162947,0.146605,0.110048,-0.281774,-1.678402,1.714642,-1.490347,1.500869,-1.495795,1.476453,-1.136324,1.214261,4.400681,-4.338042,-2.011930,-1.747573,-1.735448,-1.313028,4.182066,1.602367,-1.700054
443.000000,0.137355,0.106835,0.117816,0.107418,-0.215648,0.151874,0.146965,0.150502,0.144983,-0.270821,0.161792,0.162956,0.146624,0.110063,-0.281847,-1.679097,1.715339,-1.490964,1.501488,-1.496409,1.477069,-1.136809,1.214747,4.402229,-4.339594,-2.012909,-1.748464,-1.736334,-1.313748,4.183606,1.602709,-1.700396
444.000000,0.137383,0.106874,0.117848,0.107441,-0.215686,0.151915,0.146996,0.150530,0.144999,-0.270889,0.161814,0.162966,0.146642,0.110079,-0.281919,-1.679790,1.716034,-1.491579,1.502105,-1.497021,1.477682,-1.137293,1.215233,4.403773,-4.341140,-2.013886,-1.749353,-1.737218,-1.314467,4.185141,1.603051,-1.700738
445.000000,0.137411,0.106913,0.117879,0.107464,-0.215724,0.151957,0.147026,0.150558,0.145015,-0.270956,0.161837,0.162975,0.146660,0.110095,-0.281992,-1.680480,1.716727,-1.492193,1.502720,-1.497630,1.478294,-1.137775,1.215717,4.405311,-4.342683,-2.014860,-1.750239,-1.738099,-1.315184,4.186671,1.603391,-1.701078
446.000000,0.137440,0.106952,0.117911,0.107486,-0.215762,0.151998,0.147056,0.150586,0.145031,-0.271023,0.161859,0.162985,0.146678,0.110111,-0.282065,-1.681169,1.717418,-1.492804,1.503334,-1.498239,1.478904,-1.138256,1.216199,4.406845,-4.344220,-2.015831,-1.751122,-1.738978,-1.315899,4.188196,1.603730,-1.701417
447.000000,0.137468,0.106990,0.117942,0.107509,-0.215799,0.152039,0.147086,0.150614,0.145047,-0.271090,0.161881,0.162994,0.146697,0.110127,-0.282137,-1.681856,1.718107,-1.493414,1.503946,-1.498845,1.479512,-1.138735,1.216681,4.408375,-4.345753,-2.016799,-1.752003,-1.739854,-1.316611,4.189716,1.604068,-1.701756
448.000000,0.137496,0.107029,0.117974,0.107531,-0.215836,0.152080,0.147116,0.150641,0.145063,-0.271157,0.161904,0.163004,0.146715,0.110143,-0.282209,-1.682541,1.718793,-1.494022,1.504556,-1.499450,1.480119,-1.139214,1.217160,4.409899,-4.347281,-2.017764,-1.752881,-1.740727,-1.317322,4.191231,1.604405,-1.702093
449.000000,0.137524,0.107067,0.118005,0.107553,-0.215874,0.152121,0.147146,0.150669,0.145079,-0.271223,0.161926,0.163014,0.146733,0.110159,-0.282281,-1.683224,1.719478,-1.494629,1.505164,-1.500053,1.480724,-1.139690,1.217639,4.411420,-4.348804,-2.018727,-1.753757,-1.741598,-1.318030,4.192741,1.604742,-1.702429
450.000000,0.137552,0.107105,0.118036,0.107575,-0.215911,0.152162,0.147176,0.150697,0.145095,-0.271289,0.161948,0.163023,0.146752,0.110175,-0.282353,-1.683905,1.720161,-1.495233,1.505770,-1.500654,1.481327,-1.140166,1.218116,4.412935,-4.350323,-2.019687,-1.754630,-1.742467,-1.318737,4.194246,1.605077,-1.702764
451.000000,0.137580,0.107143,0.118067,0.107598,-0.215948,0.152203,0.147205,0.150724,0.145111,-0.271355,0.161971,0.163033,0.146770,0.110190,-0.282425,-1.684583,1.720842,-1.495836,1.506375,-1.501253,1.481928,-1.140640,1.218591,4.414446,-4.351837,-2.020643,-1.755501,-1.743333,-1.319442,4.195747,1.605411,-1.703098
452.000000,0.137607,0.107181,0.118098,0.107620,-0.215985,0.152244,0.147235,0.150752,0.145127,-0.271421,0.161993,0.163043,0.146788,0.110206,-0.282497,-1.685260,1.721521,-1.496437,1.506978,-1.501851,1.482528,-1.141113,1.219066,4.415952,-4.353347,-2.021597,-1.756369,-1.744197,-1.320144,4.197243,1.605744,-1.703431
453.000000,0.137635,0.107219,0.118129,0.107642,-0.216021,0.152284,0.147265,0.150779,0.145143,-0.271487,0.162015,0.163052,0.146806,0.110222,-0.282569,-1.685935,1.722198,-1.497037,1.507579,-1.502447,1.483125,-1.141584,1.219538,4.417454,-4.354852,-2.022549,-1.757234,-1.745058,-1.320845,4.198734,1.606076,-1.703763
454.000000,0.137662,0.107257,0.118160,0.107664,-0.216058,0.152325,0.147294,0.150807,0.145159,-0.271552,0.162038,0.163062,0.146825,0.110238,-0.282640,-1.686608,1.722873,-1.497634,1.508179,-1.503041,1.483722,-1.142054,1.220010,4.418951,-4.356352,-2.023497,-1.758098,-1.745916,-1.321543,4.200220,1.606407,-1.704094
455.000000,0.137690,0.107295,0.118191,0.107686,-0.216095,0.152365,0.147324,0.150834,0.145174,-0.271617,0.162060,0.163072,0.146843,0.110254,-0.282712,-1.687280,1.723546,-1.498230,1.508777,-1.503634,1.484316,-1.142523,1.220480,4.420444,-4.357848,-2.024443,-1.758958,-1.746772,-1.322240,4.201701,1.606737,-1.704424
456.000000,0.137717,0.107332,0.118222,0.107708,-0.216131,0.152405,0.147353,0.150861,0.145190,-0.271682,0.162082,0.163082,0.146861,0.110270,-0.282783,-1.687949,1.724218,-1.498825,1.509373,-1.504225,1.484909,-1.142990,1.220949,4.421933,-4.359340,-2.025386,-1.759817,-1.747626,-1.322935,4.203178,1.607066,-1.704753
457.000000,0.137744,0.107370,0.118252,0.107729,-0.216167,0.152446,0.147382,0.150888,0.145206,-0.271747,0.162105,0.163092,0.146880,0.110286,-0.282854,-1.688616,1.724887,-1.499417,1.509967,-1.504814,1.485500,-1.143456,1.221417,4.423417,-4.360827,-2.026326,-1.760672,-1.748477,-1.323628,4.204650,1.607394,-1.705081
458.000000,0.137772,0.107407,0.118283,0.107751,-0.216203,0.152486,0.147412,0.150916,0.145221,-0.271812,0.162127,0.163101,0.146898,0.110302,-0.282925,-1.689282,1.725554,-1.500008,1.510560,-1.505401,1.486089,-1.143921,1.221883,4.424896,-4.362310,-2.027264,-1.761526,-1.749326,-1.324319,4.206118,1.607721,-1.705408
459.000000,0.137799,0.107444,0.118313,0.107773,-0.216239,0.152526,0.147441,0.150943,0.145237,-0.271876,0.162149,0.163111,0.146916,0.110317,-0.282996,-1.689945,1.726220,-1.500597,1.511151,-1.505987,1.486677,-1.144384,1.222348,4.426372,-4.363788,-2.028199,-1.762377,-1.750173,-1.325008,4.207580,1.608048,-1.705734
460.000000,0.137826,0.107481,0.118343,0.107794,-0.216275,0.152565,0.147470,0.150970,0.145253,-0.271940,0.162172,0.163121,0.146934,0.110333,-0.283067,-1.690607,1.726884,-1.501185,1.511741,-1.506572,1.487263,-1.144846,1.222811,4.427842,-4.365262,-2.029131,-1.763225,-1.751017,-1.325695,4.209039,1.608373,-1.706059
461.000000,0.137853,0.107518,0.118373,0.107816,-0.216311,0.152605,0.147499,0.150997,0.145268,-0.272004,0.162194,0.163131,0.146953,0.110349,-0.283137,-1.691267,1.727545,-1.501771,1.512328,-1.507154,1.487847,-1.145307,1.223274,4.429309,-4.366732,-2.030061,-1.764072,-1.751859,-1.326380,4.210492,1.608697,-1.706383
462.000000,0.137880,0.107555,0.118403,0.107837,-0.216347,0.152645,0.147528,0.151023,0.145284,-0.272068,0.162217,0.163141,0.146971,0.110365,-0.283208,-1.691925,1.728205,-1.502355,1.512915,-1.507735,1.488430,-1.145766,1.223735,4.430771,-4.368197,-2.030988,-1.764916,-1.752698,-1.327063,4.211942,1.609020,-1.706706
463.000000,0.137906,0.107592,0.118433,0.107859,-0.216382,0.152685,0.147557,0.151050,0.145299,-0.272132,0.162239,0.163151,0.146989,0.110381,-0.283278,-1.692581,1.728863,-1.502938,1.513499,-1.508315,1.489011,-1.146225,1.224194,4.432229,-4.369658,-2.031912,-1.765757,-1.753535,-1.327745,4.213386,1.609342,-1.707029
464.000000,0.137933,0.107628,0.118463,0.107880,-0.216418,0.152724,0.147586,0.151077,0.145315,-0.272195,0.162261,0.163161,0.147008,0.110397,-0.283349,-1.693235,1.729520,-1.503519,1.514082,-1.508893,1.489591,-1.146682,1.224653,4.433683,-4.371115,-2.032834,-1.766596,-1.754370,-1.328424,4.214826,1.609664,-1.707350
465.000000,0.137960,0.107665,0.118493,0.107901,-0.216453,0.152763,0.147615,0.151104,0.145330,-0.272259,0.162284,0.163171,0.147026,0.110412,-0.283419,-1.693888,1.730174,-1.504099,1.514663,-1.509469,1.490169,-1.147137,1.225110,4.435132,-4.372567,-2.033753,-1.767433,-1.755202,-1.329102,4.216262,1.609984,-1.707670
466.000000,0.137986,0.107701,0.118523,0.107923,-0.216488,0.152803,0.147643,0.151130,0.145345,-0.272322,0.162306,0.163181,0.147044,0.110428,-0.283489,-1.694538,1.730827,-1.504677,1.515243,-1.510043,1.490745,-1.147592,1.225566,4.436578,-4.374015,-2.034670,-1.768267,-1.756032,-1.329778,4.217693,1.610304,-1.707989
467.000000,0.138013,0.107738,0.118553,0.107944,-0.216523,0.152842,0.147672,0.151157,0.145361,-0.272385,0.162328,0.163191,0.147063,0.110444,-0.283559,-1.695187,1.731477,-1.505253,1.515821,-1.510616,1.491320,-1.148045,1.226020,4.438019,-4.375460,-2.035584,-1.769100,-1.756860,-1.330452,4.219120,1.610622,-1.708308
468.000000,0.138039,0.107774,0.118582,0.107965,-0.216558,0.152881,0.147701,0.151184,0.145376,-0.272448,0.162351,0.163202,0.147081,0.110460,-0.283629,-1.695834,1.732126,-1.505828,1.516397,-1.511188,1.491893,-1.148497,1.226474,4.439456,-4.376899,-2.036495,-1.769930,-1.757685,-1.331124,4.220543,1.610940,-1.708625
469.000000,0.138065,0.107810,0.118612,0.107986,-0.216593,0.152920,0.147729,0.151210,0.145391,-0.272510,0.162373,0.163212,0.147099,0.110476,-0.283698,-1.696480,1.732774,-1.506401,1.516972,-1.511758,1.492465,-1.148947,1.226926,4.440889,-4.378335,-2.037404,-1.770757,-1.758509,-1.331794,4.221961,1.611256,-1.708942
470.000000,0.138091,0.107846,0.118641,0.108007,-0.216628,0.152959,0.147758,0.151236,0.145407,-0.272572,0.162395,0.163222,0.147118,0.110492,-0.283768,-1.697123,1.733419,-1.506973,1.517546,-1.512326,1.493035,-1.149397,1.227377,4.442317,-4.379767,-2.038311,-1.771582,-1.759330,-1.332463,4.223374,1.611572,-1.709257
471.000000,0.138117,0.107882,0.118670,0.108028,-0.216663,0.152998,0.147786,0.151263,0.145422,-0.272635,0.162417,0.163232,0.147136,0.110507,-0.283837,-1.697765,1.734063,-1.507543,1.518117,-1.512893,1.493603,-1.149845,1.227827,4.443742,-4.381194,-2.039214,-1.772406,-1.760148,-1.333130,4.224784,1.611887,-1.709572
472.000000,0.138143,0.107918,0.118699,0.108049,-0.216697,0.153036,0.147814,0.151289,0.145437,-0.272697,0.162440,0.163242,0.147154,0.110523,-0.283907,-1.698405,1.734705,-1.508111,1.518688,-1.513458,1.494170,-1.150292,1.228275,4.445162,-4.382617,-2.040116,-1.773226,-1.760965,-1.333795,4.226189,1.612201,-1.709886
473.000000,0.138169,0.107953,0.118729,0.108070,-0.216732,0.153075,0.147843,0.151315,0.145452,-0.272759,0.162462,0.163252,0.147172,0.110539,-0.283976,-1.699043,1.735345,-1.508678,1.519256,-1.514022,1.494735,-1.150738,1.228722,4.446579,-4.384037,-2.041015,-1.774045,-1.761779,-1.334458,4.227590,1.612514,-1.710199
474.000000,0.138195,0.107989,0.118758,0.108090,-0.216766,0.153113,0.147871,0.151341,0.145467,-0.272820,0.162484,0.163263,0.147191,0.110555,-0.284045,-1.699680,1.735983,-1.509243,1.519823,-1.514584,1.495299,-1.151182,1.229168,4.447991,-4.385452,-2.041911,-1.774861,-1.762591,-1.335120,4.228987,1.612826,-1.710511
475.000000,0.138221,0.108024,0.118787,0.108111,-0.216800,0.153152,0.147899,0.151368,0.145483,-0.272882,0.162507,0.163273,0.147209,0.110571,-0.284114,-1.700315,1.736620,-1.509807,1.520389,-1.515144,1.495862,-1.151626,1.229613,4.449400,-4.386863,-2.042805,-1.775675,-1.763401,-1.335779,4.230379,1.613137,-1.710822
476.000000,0.138247,0.108060,0.118815,0.108132,-0.216834,0.153190,0.147927,0.151394,0.145498,-0.272943,0.162529,0.163283,0.147227,0.110586,-0.284183,-1.700948,1.737255,-1.510370,1.520953,-1.515704,1.496422,-1.152068,1.230057,4.450804,-4.388270,-2.043697,-1.776487,-1.764209,-1.336437,4.231767,1.613447,-1.711132
477.000000,0.138272,0.108095,0.118844,0.108152,-0.216868,0.153228,0.147955,0.151420,0.145513,-0.273004,0.162551,0.163293,0.147246,0.110602,-0.284251,-1.701579,1.737888,-1.510930,1.521515,-1.516261,1.496982,-1.152509,1.230499,4.452205,-4.389674,-2.044586,-1.777297,-1.765014,-1.337093,4.233151,1.613757,-1.711441
478.000000,0.138298,0.108130,0.118873,0.108173,-0.216902,0.153266,0.147983,0.151446,0.145528,-0.273065,0.162574,0.163304,0.147264,0.110618,-0.284320,-1.702209,1.738519,-1.511490,1.522076,-1.516817,1.497539,-1.152949,1.230940,4.453601,-4.391073,-2.045472,-1.778105,-1.765818,-1.337748,4.234531,1.614065,-1.711750
479.000000,0.138324,0.108165,0.118902,0.108193,-0.216936,0.153304,0.148011,0.151471,0.145543,-0.273126,0.162596,0.163314,0.147282,0.110634,-0.284389,-1.702837,1.739149,-1.512048,1.522636,-1.517372,1.498096,-1.153387,1.231380,4.454994,-4.392468,-2.046356,-1.778910,-1.766619,-1.338401,4.235907,1.614373,-1.712057
480.000000,0.138349,0.108200,0.118930,0.108214,-0.216970,0.153342,0.148039,0.151497,0.145558,-0.273187,0.162618,0.163324,0.147301,0.110650,-0.284457,-1.703463,1.739777,-1.512604,1.523194,-1.517925,1.498651,-1.153825,1.231819,4.456383,-4.393860,-2.047238,-1.779713,-1.767418,-1.339052,4.237279,1.614680,-1.712364
481.000000,0.138374,0.108235,0.118959,0.108234,-0.217003,0.153380,0.148067,0.151523,0.145573,-0.273247,0.162640,0.163335,0.147319,0.110665,-0.284525,-1.704088,1.740404,-1.513159,1.523750,-1.518477,1.499204,-1.154261,1.232257,4.457767,-4.395247,-2.048118,-1.780514,-1.768215,-1.339701,4.238646,1.614986,-1.712670
482.000000,0.138400,0.108270,0.118987,0.108255,-0.217037,0.153418,0.148095,0.151549,0.145587,-0.273307,0.162663,0.163345,0.147337,0.110681,-0.284593,-1.704711,1.741028,-1.513712,1.524305,-1.519027,1.499756,-1.154696,1.232693,4.459148,-4.396631,-2.048995,-1.781313,-1.769009,-1.340349,4.240010,1.615291,-1.712975
483.000000,0.138425,0.108305,0.119015,0.108275,-0.217070,0.153456,0.148122,0.151574,0.145602,-0.273368,0.162685,0.163356,0.147355,0.110697,-0.284661,-1.705332,1.741651,-1.514264,1.524859,-1.519576,1.500306,-1.155130,1.233129,4.460525,-4.398010,-2.049869,-1.782110,-1.769802,-1.340995,4.241369,1.615595,-1.713279
484.000000,0.138450,0.108339,0.119043,0.108295,-0.217103,0.153493,0.148150,0.151600,0.145617,-0.273428,0.162707,0.163366,0.147374,0.110713,-0.284729,-1.705952,1.742273,-1.514814,1.525411,-1.520123,1.500855,-1.155563,1.233563,4.461899,-4.399386,-2.050742,-1.782905,-1.770592,-1.341639,4.242725,1.615899,-1.713582
485.000000,0.138475,0.108374,0.119072,0.108315,-0.217137,0.153531,0.148177,0.151626,0.145632,-0.273487,0.162729,0.163377,0.147392,0.110728,-0.284797,-1.706570,1.742893,-1.515363,1.525962,-1.520669,1.501402,-1.155995,1.233996,4.463268,-4.400759,-2.051612,-1.783697,-1.771381,-1.342282,4.244076,1.616201,-1.713884
486.000000,0.138500,0.108408,0.119100,0.108335,-0.217170,0.153568,0.148205,0.151651,0.145647,-0.273547,0.162752,0.163387,0.147410,0.110744,-0.284865,-1.707186,1.743511,-1.515911,1.526511,-1.521213,1.501948,-1.156425,1.234428,4.464634,-4.402127,-2.052479,-1.784488,-1.772167,-1.342922,4.245424,1.616503,-1.714186
487.000000,0.138525,0.108442,0.119128,0.108355,-0.217203,0.153606,0.148232,0.151677,0.145662,-0.273606,0.162774,0.163397,0.147429,0.110760,-0.284932,-1.707801,1.744127,-1.516457,1.527058,-1.521756,1.502493,-1.156855,1.234859,4.465996,-4.403491,-2.053345,-1.785276,-1.772952,-1.343562,4.246767,1.616804,-1.714486
488.000000,0.138550,0.108476,0.119155,0.108375,-0.217236,0.153643,0.148260,0.151702,0.145676,-0.273666,0.162796,0.163408,0.147447,0.110776,-0.285000,-1.708414,1.744742,-1.517002,1.527605,-1.522298,1.503036,-1.157283,1.235288,4.467354,-4.404852,-2.054208,-1.786063,-1.773734,-1.344199,4.248107,1.617104,-1.714786
489.000000,0.138574,0.108511,0.119183,0.108395,-0.217268,0.153680,0.148287,0.151727,0.145691,-0.273725,0.162818,0.163418,0.147465,0.110791,-0.285067,-1.709026,1.745355,-1.517545,1.528150,-1.522838,1.503578,-1.157710,1.235717,4.468709,-4.406209,-2.055069,-1.786847,-1.774514,-1.344835,4.249443,1.617403,-1.715085
490.000000,0.138599,0.108545,0.119211,0.108415,-0.217301,0.153717,0.148314,0.151753,0.145706,-0.273784,0.162840,0.163429,0.147483,0.110807,-0.285134,-1.709635,1.745967,-1.518087,1.528693,-1.523377,1.504118,-1.158136,1.236144,4.470059,-4.407562,-2.055927,-1.787629,-1.775292,-1.345470,4.250775,1.617701,-1.715383
491.000000,0.138624,0.108578,0.119239,0.108435,-0.217333,0.153754,0.148341,0.151778,0.145720,-0.273843,0.162863,0.163440,0.147502,0.110823,-0.285201,-1.710244,1.746577,-1.518627,1.529235,-1.523914,1.504657,-1.158561,1.236570,4.471406,-4.408912,-2.056783,-1.788409,-1.776068,-1.346102,4.252103,1.617999,-1.715681
492.000000,0.138648,0.108612,0.119266,0.108455,-0.217366,0.153791,0.148369,0.151803,0.145735,-0.273901,0.162885,0.163450,0.147520,0.110839,-0.285268,-1.710851,1.747185,-1.519166,1.529776,-1.524450,1.505195,-1.158985,1.236996,4.472750,-4.410258,-2.057637,-1.789188,-1.776842,-1.346734,4.253427,1.618296,-1.715977
493.000000,0.138673,0.108646,0.119294,0.108474,-0.217398,0.153828,0.148396,0.151828,0.145749,-0.273960,0.162907,0.163461,0.147538,0.110854,-0.285335,-1.711456,1.747792,-1.519704,1.530315,-1.524985,1.505731,-1.159408,1.237420,4.474090,-4.411600,-2.058489,-1.789964,-1.777614,-1.347363,4.254747,1.618592,-1.716273
494.000000,0.138697,0.108680,0.119321,0.108494,-0.217430,0.153864,0.148423,0.151853,0.145764,-0.274018,0.162929,0.163471,0.147556,0.110870,-0.285402,-1.712059,1.748398,-1.520240,1.530853,-1.525518,1.506265,-1.159829,1.237843,4.475426,-4.412939,-2.059338,-1.790738,-1.778384,-1.347991,4.256064,1.618887,-1.716568
495.000000,0.138721,0.108713,0.119348,0.108514,-0.217463,0.153901,0.148450,0.151878,0.145779,-0.274076,0.162951,0.163482,0.147575,0.110886,-0.285468,-1.712661,1.749001,-1.520775,1.531389,-1.526050,1.506799,-1.160250,1.238264,4.476758,-4.414274,-2.060185,-1.791510,-1.779152,-1.348617,4.257376,1.619181,-1.716862
496.000000,0.138745,0.108747,0.119376,0.108533,-0.217495,0.153938,0.148477,0.151903,0.145793,-0.274134,0.162973,0.163492,0.147593,0.110901,-0.285535,-1.713262,1.749603,-1.521309,1.531924,-1.526580,1.507331,-1.160669,1.238685,4.478087,-4.415605,-2.061030,-1.792280,-1.779919,-1.349242,4.258685,1.619475,-1.717155
497.000000,0.138770,0.108780,0.119403,0.108553,-0.217527,0.153974,0.148504,0.151928,0.145807,-0.274192,0.162996,0.163503,0.147611,0.110917,-0.285601,-1.713861,1.750204,-1.521841,1.532458,-1.527109,1.507861,-1.161088,1.239105,4.479412,-4.416933,-2.061873,-1.793048,-1.780683,-1.349865,4.259991,1.619767,-1.717448
498.000000,0.138794,0.108813,0.119430,0.108572,-0.217558,0.154010,0.148530,0.151953,0.145822,-0.274250,0.163018,0.163514,0.147629,0.110933,-0.285668,-1.714458,1.750803,-1.522372,1.532990,-1.527637,1.508391,-1.161505,1.239524,4.480734,-4.418257,-2.062714,-1.793814,-1.781445,-1.350487,4.261292,1.620059,-1.717740
499.000000,0.138818,0.108846,0.119457,0.108591,-0.217590,0.154047,0.148557,0.151978,0.145836,-0.274308,0.163040,0.163524,0.147647,0.110948,-0.285734,-1.715054,1.751401,-1.522901,1.533521,-1.528163,1.508918,-1.161921,1.239941,4.482052,-4.419578,-2.063552,-1.794579,-1.782205,-1.351107,4.262590,1.620350,-1.718030
500.000000,0.138842,0.108879,0.119484,0.108611,-0.217622,0.154083,0.148584,0.152002,0.145851,-0.274365,0.163062,0.163535,0.147666,0.110964,-0.285800,-1.715648,1.751997,-1.523429,1.534050,-1.528688,1.509445,-1.162337,1.240358,4.483367,-4.420895,-2.064389,-1.795341,-1.782963,-1.351725,4.263884,1.620641,-1.718321
501.000000,0.138866,0.108912,0.119511,0.108630,-0.217653,0.154119,0.148610,0.152027,0.145865,-0.274422,0.163084,0.163546,0.147684,0.110980,-0.285866,-1.716241,1.752591,-1.523956,1.534579,-1.529212,1.509970,-1.162751,1.240773,4.484678,-4.422208,-2.065223,-1.796101,-1.783720,-1.352342,4.265174,1.620930,-1.718610
502.000000,0.138889,0.108945,0.119538,0.108649,-0.217685,0.154155,0.148637,0.152052,0.145879,-0.274479,0.163106,0.163557,0.147702,0.110995,-0.285932,-1.716833,1.753184,-1.524481,1.535106,-1.529734,1.510494,-1.163164,1.241187,4.485986,-4.423518,-2.066055,-1.796860,-1.784474,-1.352958,4.266461,1.621219,-1.718899
503.000000,0.138913,0.108978,0.119564,0.108668,-0.217716,0.154191,0.148664,0.152076,0.145894,-0.274536,0.163128,0.163567,0.147720,0.111011,-0.285997,-1.717422,1.753775,-1.525005,1.535631,-1.530255,1.511017,-1.163576,1.241601,4.487290,-4.424825,-2.066884,-1.797616,-1.785227,-1.353571,4.267744,1.621507,-1.719186
504.000000,0.138937,0.109011,0.119591,0.108688,-0.217748,0.154227,0.148690,0.152101,0.145908,-0.274593,0.163150,0.163578,0.147739,0.111027,-0.286063,-1.718011,1.754365,-1.525528,1.536155,-1.530775,1.511538,-1.163987,1.242013,4.488591,-4.426128,-2.067712,-1.798370,-1.785977,-1.354184,4.269024,1.621794,-1.719473
505.000000,0.138960,0.109043,0.119618,0.108707,-0.217779,0.154263,0.148716,0.152125,0.145922,-0.274650,0.163172,0.163589,0.147757,0.111042,-0.286129,-1.718598,1.754954,-1.526049,1.536678,-1.531294,1.512058,-1.164397,1.242424,4.489889,-4.427428,-2.068538,-1.799123,-1.786726,-1.354794,4.270300,1.622081,-1.719760
506.000000,0.138984,0.109076,0.119644,0.108726,-0.217810,0.154298,0.148743,0.152150,0.145936,-0.274706,0.163194,0.163599,0.147775,0.111058,-0.286194,-1.719183,1.755541,-1.526569,1.537200,-1.531811,1.512576,-1.164806,1.242834,4.491183,-4.428724,-2.069361,-1.799874,-1.787473,-1.355404,4.271572,1.622367,-1.720045
507.000000,0.139008,0.109108,0.119671,0.108745,-0.217841,0.154334,0.148769,0.152174,0.145951,-0.274763,0.163216,0.163610,0.147793,0.111074,-0.286259,-1.719767,1.756126,-1.527088,1.537720,-1.532327,1.513094,-1.165214,1.243244,4.492473,-4.430017,-2.070182,-1.800623,-1.788218,-1.356012,4.272841,1.622652,-1.720330
508.000000,0.139031,0.109141,0.119697,0.108764,-0.217872,0.154370,0.148795,0.152199,0.145965,-0.274819,0.163238,0.163621,0.147811,0.111089,-0.286324,-1.720349,1.756710,-1.527606,1.538239,-1.532841,1.513610,-1.165621,1.243652,4.493760,-4.431306,-2.071002,-1.801370,-1.788961,-1.356618,4.274106,1.622936,-1.720614
509.000000,0.139054,0.109173,0.119723,0.108783,-0.217903,0.154405,0.148822,0.152223,0.145979,-0.274875,0.163260,0.163632,0.147829,0.111105,-0.286389,-1.720930,1.757293,-1.528122,1.538757,-1.533354,1.514124,-1.166027,1.244059,4.495044,-4.432592,-2.071819,-1.802115,-1.789702,-1.357223,4.275368,1.623219,-1.720897
510.000000,0.139078,0.109205,0.119750,0.108801,-0.217933,0.154440,0.148848,0.152247,0.145993,-0.274931,0.163282,0.163643,0.147848,0.111120,-0.286454,-1.721510,1.757874,-1.528637,1.539273,-1.533866,1.514638,-1.166431,1.244465,4.496325,-4.433875,-2.072634,-1.802858,-1.790441,-1.357826,4.276626,1.623502,-1.721180
511.000000,0.139101,0.109237,0.119776,0.108820,-0.217964,0.154476,0.148874,0.152271,0.146007,-0.274987,0.163304,0.163653,0.147866,0.111136,-0.286519,-1.722088,1.758453,-1.529150,1.539788,-1.534377,1.515150,-1.166835,1.244870,4.497602,-4.435154,-2.073447,-1.803599,-1.791179,-1.358428,4.277881,1.623784,-1.721461
512.000000,0.139124,0.109269,0.119802,0.108839,-0.217994,0.154511,0.148900,0.152296,0.146021,-0.275042,0.163326,0.163664,0.147884,0.111151,-0.286584,-1.722664,1.759032,-1.529663,1.540302,-1.534887,1.515661,-1.167238,1.245274,4.498875,-4.436430,-2.074258,-1.804339,-1.791914,-1.359028,4.279132,1.624065,-1.721742
513.000000,0.139147,0.109301,0.119828,0.108858,-0.218025,0.154546,0.148926,0.152320,0.146035,-0.275098,0.163348,0.163675,0.147902,0.111167,-0.286649,-1.723240,1.759608,-1.530174,1.540814,-1.535395,1.516170,-1.167640,1.245677,4.500146,-4.437703,-2.075067,-1.805077,-1.792648,-1.359627,4.280380,1.624346,-1.722023
514.000000,0.139170,0.109333,0.119854,0.108876,-0.218055,0.154581,0.148952,0.152344,0.146049,-0.275153,0.163370,0.163686,0.147920,0.111183,-0.286713,-1.723813,1.760184,-1.530684,1.541326,-1.535902,1.516679,-1.168041,1.246079,4.501413,-4.438972,-2.075874,-1.805812,-1.793380,-1.360225,4.281624,1.624626,-1.722302
515.000000,0.139193,0.109365,0.119880,0.108895,-0.218085,0.154616,0.148978,0.152368,0.146063,-0.275208,0.163392,0.163697,0.147938,0.111198,-0.286778,-1.724386,1.760757,-1.531192,1.541836,-1.536407,1.517186,-1.168441,1.246481,4.502677,-4.440238,-2.076679,-1.806546,-1.794111,-1.360821,4.282865,1.624905,-1.722581
