epoca,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7,w1_8,w2_0,w2_1,w2_2,w2_3,w2_4,w2_5,w2_6,w2_7,w2_8,b1_0,b1_1,b1_2,b2_0,b2_1,b2_2
485.000000,-1.432396,-1.110220,0.122612,0.889559,0.426715,0.494199,0.373759,0.668168,0.469455,0.370364,-3.627120,2.571195,-0.483462,-3.011815,3.115094,-6.501278,5.144473,2.316366,-0.983628,-2.187560,-6.419199,2.976082,-1.992618,-5.077712
486.000000,-1.433907,-1.110378,0.122530,0.890532,0.427039,0.494537,0.373961,0.668093,0.469536,0.370663,-3.628696,2.571422,-0.483908,-3.013029,3.116852,-6.504433,5.147690,2.319373,-0.983209,-2.189427,-6.422879,2.977352,-1.994130,-5.081274
487.000000,-1.435419,-1.110537,0.122447,0.891504,0.427363,0.494874,0.374165,0.668018,0.469616,0.370961,-3.630268,2.571649,-0.484354,-3.014239,3.118609,-6.507579,5.150899,2.322373,-0.982787,-2.191290,-6.426550,2.978618,-1.995640,-5.084827
488.000000,-1.436934,-1.110695,0.122365,0.892473,0.427687,0.495210,0.374373,0.667942,0.469696,0.371259,-3.631835,2.571875,-0.484799,-3.015446,3.120362,-6.510716,5.154099,2.325368,-0.982361,-2.193149,-6.430210,2.979880,-1.997146,-5.088373
489.000000,-1.438451,-1.110853,0.122283,0.893441,0.428011,0.495546,0.374584,0.667865,0.469777,0.371557,-3.633399,2.572101,-0.485244,-3.016649,3.122113,-6.513844,5.157292,2.328356,-0.981932,-2.195004,-6.433861,2.981138,-1.998650,-5.091911
490.000000,-1.439969,-1.111012,0.122200,0.894406,0.428336,0.495881,0.374798,0.667788,0.469857,0.371854,-3.634960,2.572325,-0.485688,-3.017849,3.123861,-6.516963,5.160477,2.331338,-0.981499,-2.196855,-6.437502,2.982393,-2.000152,-5.095441
491.000000,-1.441489,-1.111171,0.122118,0.895369,0.428660,0.496215,0.375015,0.667709,0.469937,0.372151,-3.636516,2.572550,-0.486131,-3.019046,3.125606,-6.520074,5.163655,2.334314,-0.981063,-2.198702,-6.441134,2.983644,-2.001650,-5.098964
492.000000,-1.443010,-1.111330,0.122036,0.896330,0.428985,0.496548,0.375235,0.667630,0.470018,0.372447,-3.638068,2.572774,-0.486574,-3.020239,3.127348,-6.523177,5.166824,2.337284,-0.980623,-2.200545,-6.444755,2.984891,-2.003146,-5.102480
493.000000,-1.444533,-1.111490,0.121954,0.897289,0.429310,0.496880,0.375458,0.667549,0.470098,0.372744,-3.639617,2.572997,-0.487016,-3.021429,3.129088,-6.526270,5.169986,2.340248,-0.980180,-2.202383,-6.448368,2.986135,-2.004640,-5.105988
494.000000,-1.446058,-1.111649,0.121873,0.898245,0.429634,0.497212,0.375684,0.667468,0.470178,0.373039,-3.641162,2.573219,-0.487457,-3.022615,3.130826,-6.529356,5.173141,2.343205,-0.979734,-2.204218,-6.451970,2.987375,-2.006130,-5.109488
495.000000,-1.447585,-1.111809,0.121791,0.899200,0.429960,0.497542,0.375914,0.667386,0.470258,0.373335,-3.642703,2.573441,-0.487898,-3.023798,3.132560,-6.532433,5.176287,2.346157,-0.979285,-2.206048,-6.455564,2.988612,-2.007618,-5.112981
496.000000,-1.449113,-1.111969,0.121709,0.900153,0.430285,0.497872,0.376146,0.667303,0.470338,0.373630,-3.644240,2.573663,-0.488338,-3.024978,3.134292,-6.535501,5.179426,2.349103,-0.978832,-2.207875,-6.459147,2.989845,-2.009104,-5.116467
497.000000,-1.450643,-1.112129,0.121628,0.901103,0.430610,0.498202,0.376381,0.667219,0.470418,0.373924,-3.645774,2.573884,-0.488778,-3.026155,3.136021,-6.538561,5.182558,2.352043,-0.978375,-2.209697,-6.462722,2.991074,-2.010586,-5.119945
498.000000,-1.452175,-1.112289,0.121546,0.902052,0.430936,0.498530,0.376619,0.667134,0.470498,0.374219,-3.647304,2.574104,-0.489217,-3.027328,3.137748,-6.541613,5.185682,2.354977,-0.977915,-2.211516,-6.466287,2.992300,-2.012066,-5.123415
499.000000,-1.453708,-1.112449,0.121465,0.902998,0.431261,0.498858,0.376861,0.667049,0.470578,0.374513,-3.648830,2.574324,-0.489655,-3.028498,3.139472,-6.544656,5.188798,2.357905,-0.977453,-2.213331,-6.469843,2.993522,-2.013544,-5.126879
500.000000,-1.455243,-1.112610,0.121384,0.903943,0.431587,0.499185,0.377105,0.666962,0.470659,0.374806,-3.650353,2.574544,-0.490093,-3.029664,3.141193,-6.547691,5.191907,2.360827,-0.976986,-2.215141,-6.473389,2.994741,-2.015019,-5.130335
501.000000,-1.456779,-1.112771,0.121303,0.904885,0.431913,0.499511,0.377352,0.666875,0.470739,0.375099,-3.651871,2.574762,-0.490530,-3.030828,3.142912,-6.550718,5.195009,2.363743,-0.976517,-2.216948,-6.476927,2.995956,-2.016491,-5.133783
502.000000,-1.458317,-1.112931,0.121222,0.905825,0.432239,0.499836,0.377602,0.666787,0.470819,0.375392,-3.653387,2.574981,-0.490966,-3.031988,3.144628,-6.553737,5.198103,2.366654,-0.976044,-2.218751,-6.480455,2.997168,-2.017961,-5.137225
503.000000,-1.459857,-1.113092,0.121141,0.906764,0.432565,0.500160,0.377855,0.666698,0.470899,0.375685,-3.654898,2.575199,-0.491402,-3.033144,3.146341,-6.556748,5.201190,2.369559,-0.975568,-2.220550,-6.483974,2.998376,-2.019428,-5.140659
504.000000,-1.461398,-1.113254,0.121060,0.907700,0.432892,0.500484,0.378110,0.666608,0.470979,0.375977,-3.656406,2.575416,-0.491837,-3.034298,3.148052,-6.559750,5.204269,2.372458,-0.975089,-2.222345,-6.487484,2.999581,-2.020893,-5.144085
505.000000,-1.462940,-1.113415,0.120979,0.908635,0.433218,0.500807,0.378369,0.666517,0.471058,0.376269,-3.657910,2.575633,-0.492272,-3.035448,3.149760,-6.562745,5.207341,2.375351,-0.974606,-2.224136,-6.490985,3.000782,-2.022355,-5.147505
506.000000,-1.464484,-1.113576,0.120899,0.909567,0.433544,0.501129,0.378630,0.666426,0.471138,0.376560,-3.659411,2.575849,-0.492706,-3.036596,3.151466,-6.565731,5.210406,2.378238,-0.974120,-2.225923,-6.494476,3.001980,-2.023814,-5.150918
507.000000,-1.466030,-1.113738,0.120818,0.910498,0.433871,0.501451,0.378894,0.666334,0.471218,0.376851,-3.660908,2.576065,-0.493140,-3.037739,3.153169,-6.568710,5.213464,2.381120,-0.973631,-2.227706,-6.497959,3.003175,-2.025271,-5.154323
508.000000,-1.467577,-1.113899,0.120738,0.911426,0.434198,0.501771,0.379161,0.666241,0.471298,0.377142,-3.662402,2.576281,-0.493573,-3.038880,3.154869,-6.571681,5.216514,2.383996,-0.973139,-2.229486,-6.501433,3.004366,-2.026726,-5.157721
509.000000,-1.469126,-1.114061,0.120657,0.912353,0.434525,0.502091,0.379431,0.666147,0.471378,0.377433,-3.663892,2.576496,-0.494005,-3.040018,3.156567,-6.574643,5.219558,2.386867,-0.972644,-2.231262,-6.504899,3.005554,-2.028178,-5.161112
510.000000,-1.470676,-1.114223,0.120577,0.913277,0.434851,0.502411,0.379704,0.666052,0.471458,0.377723,-3.665378,2.576711,-0.494437,-3.041152,3.158263,-6.577598,5.222594,2.389732,-0.972146,-2.233033,-6.508355,3.006739,-2.029628,-5.164496
511.000000,-1.472228,-1.114385,0.120497,0.914200,0.435178,0.502729,0.379979,0.665956,0.471538,0.378013,-3.666861,2.576925,-0.494868,-3.042284,3.159955,-6.580545,5.225623,2.392591,-0.971644,-2.234802,-6.511803,3.007920,-2.031075,-5.167873
512.000000,-1.473781,-1.114547,0.120417,0.915121,0.435506,0.503047,0.380257,0.665860,0.471618,0.378302,-3.668340,2.577138,-0.495298,-3.043412,3.161646,-6.583485,5.228645,2.395445,-0.971139,-2.236566,-6.515241,3.009098,-2.032519,-5.171242
513.000000,-1.475335,-1.114709,0.120337,0.916039,0.435833,0.503364,0.380537,0.665763,0.471698,0.378591,-3.669816,2.577352,-0.495728,-3.044537,3.163333,-6.586416,5.231659,2.398293,-0.970631,-2.238326,-6.518671,3.010273,-2.033961,-5.174605
514.000000,-1.476891,-1.114871,0.120257,0.916956,0.436160,0.503680,0.380821,0.665665,0.471778,0.378880,-3.671289,2.577565,-0.496158,-3.045659,3.165019,-6.589340,5.234667,2.401136,-0.970121,-2.240083,-6.522093,3.011444,-2.035401,-5.177961
515.000000,-1.478448,-1.115034,0.120178,0.917871,0.436487,0.503995,0.381107,0.665566,0.471857,0.379168,-3.672758,2.577777,-0.496587,-3.046778,3.166701,-6.592256,5.237668,2.403973,-0.969607,-2.241836,-6.525506,3.012612,-2.036838,-5.181310
516.000000,-1.480007,-1.115196,0.120098,0.918785,0.436815,0.504310,0.381395,0.665466,0.471937,0.379457,-3.674223,2.577989,-0.497015,-3.047893,3.168381,-6.595165,5.240662,2.406805,-0.969090,-2.243585,-6.528910,3.013777,-2.038273,-5.184651
517.000000,-1.481567,-1.115358,0.120019,0.919696,0.437142,0.504624,0.381687,0.665366,0.472017,0.379744,-3.675685,2.578201,-0.497442,-3.049006,3.170059,-6.598066,5.243649,2.409631,-0.968569,-2.245331,-6.532306,3.014939,-2.039705,-5.187986
518.000000,-1.483129,-1.115521,0.119939,0.920605,0.437470,0.504937,0.381981,0.665265,0.472097,0.380032,-3.677144,2.578412,-0.497870,-3.050116,3.171734,-6.600959,5.246629,2.412452,-0.968046,-2.247073,-6.535693,3.016098,-2.041135,-5.191314
519.000000,-1.484691,-1.115684,0.119860,0.921513,0.437797,0.505249,0.382277,0.665163,0.472177,0.380319,-3.678599,2.578623,-0.498296,-3.051222,3.173407,-6.603845,5.249602,2.415267,-0.967520,-2.248811,-6.539072,3.017253,-2.042563,-5.194635
520.000000,-1.486256,-1.115846,0.119781,0.922419,0.438125,0.505561,0.382576,0.665060,0.472257,0.380606,-3.680051,2.578834,-0.498722,-3.052326,3.175077,-6.606723,5.252568,2.418077,-0.966991,-2.250545,-6.542442,3.018405,-2.043988,-5.197949
521.000000,-1.487821,-1.116009,0.119702,0.923323,0.438453,0.505872,0.382878,0.664957,0.472337,0.380893,-3.681499,2.579044,-0.499147,-3.053426,3.176744,-6.609594,5.255527,2.420882,-0.966459,-2.252276,-6.545804,3.019554,-2.045410,-5.201257
522.000000,-1.489388,-1.116172,0.119623,0.924225,0.438781,0.506182,0.383182,0.664852,0.472416,0.381179,-3.682944,2.579254,-0.499572,-3.054524,3.178409,-6.612458,5.258480,2.423681,-0.965923,-2.254003,-6.549157,3.020700,-2.046831,-5.204557
523.000000,-1.490956,-1.116335,0.119544,0.925125,0.439108,0.506491,0.383489,0.664747,0.472496,0.381465,-3.684386,2.579463,-0.499996,-3.055618,3.180072,-6.615314,5.261426,2.426475,-0.965385,-2.255727,-6.552503,3.021842,-2.048249,-5.207851
524.000000,-1.492526,-1.116498,0.119465,0.926023,0.439436,0.506800,0.383798,0.664642,0.472576,0.381750,-3.685824,2.579673,-0.500420,-3.056710,3.181732,-6.618163,5.264365,2.429264,-0.964844,-2.257446,-6.555840,3.022982,-2.049664,-5.211138
525.000000,-1.494096,-1.116661,0.119386,0.926920,0.439764,0.507108,0.384110,0.664535,0.472656,0.382036,-3.687259,2.579881,-0.500843,-3.057798,3.183390,-6.621004,5.267297,2.432048,-0.964300,-2.259162,-6.559169,3.024119,-2.051077,-5.214418
526.000000,-1.495668,-1.116824,0.119308,0.927815,0.440092,0.507415,0.384424,0.664428,0.472736,0.382321,-3.688691,2.580090,-0.501266,-3.058884,3.185045,-6.623838,5.270223,2.434826,-0.963753,-2.260875,-6.562489,3.025252,-2.052488,-5.217691
527.000000,-1.497242,-1.116987,0.119229,0.928708,0.440420,0.507722,0.384740,0.664320,0.472816,0.382605,-3.690119,2.580298,-0.501688,-3.059967,3.186698,-6.626665,5.273142,2.437599,-0.963203,-2.262584,-6.565801,3.026382,-2.053897,-5.220958
528.000000,-1.498816,-1.117151,0.119151,0.929599,0.440748,0.508028,0.385059,0.664211,0.472896,0.382890,-3.691544,2.580506,-0.502109,-3.061046,3.188348,-6.629485,5.276054,2.440367,-0.962650,-2.264289,-6.569106,3.027510,-2.055303,-5.224218
529.000000,-1.500392,-1.117314,0.119073,0.930489,0.441076,0.508333,0.385381,0.664102,0.472975,0.383174,-3.692966,2.580713,-0.502530,-3.062123,3.189996,-6.632298,5.278960,2.443129,-0.962094,-2.265991,-6.572402,3.028634,-2.056707,-5.227472
530.000000,-1.501969,-1.117477,0.118994,0.931377,0.441404,0.508637,0.385705,0.663991,0.473055,0.383458,-3.694385,2.580921,-0.502950,-3.063197,3.191642,-6.635103,5.281859,2.445887,-0.961536,-2.267689,-6.575690,3.029755,-2.058108,-5.230718
531.000000,-1.503547,-1.117641,0.118916,0.932263,0.441732,0.508941,0.386031,0.663880,0.473135,0.383741,-3.695800,2.581128,-0.503370,-3.064268,3.193285,-6.637901,5.284752,2.448639,-0.960974,-2.269384,-6.578970,3.030873,-2.059508,-5.233959
532.000000,-1.505127,-1.117804,0.118838,0.933147,0.442061,0.509244,0.386360,0.663769,0.473215,0.384024,-3.697212,2.581334,-0.503789,-3.065336,3.194926,-6.640692,5.287638,2.451386,-0.960410,-2.271075,-6.582242,3.031989,-2.060905,-5.237192
533.000000,-1.506708,-1.117968,0.118761,0.934030,0.442389,0.509546,0.386691,0.663656,0.473295,0.384307,-3.698621,2.581540,-0.504208,-3.066401,3.196564,-6.643477,5.290518,2.454128,-0.959842,-2.272763,-6.585506,3.033101,-2.062299,-5.240419
534.000000,-1.508289,-1.118131,0.118683,0.934911,0.442717,0.509847,0.387024,0.663543,0.473375,0.384590,-3.700026,2.581747,-0.504626,-3.067463,3.198200,-6.646254,5.293391,2.456865,-0.959272,-2.274447,-6.588763,3.034210,-2.063692,-5.243639
535.000000,-1.509872,-1.118295,0.118605,0.935790,0.443045,0.510148,0.387360,0.663430,0.473455,0.384872,-3.701429,2.581952,-0.505044,-3.068522,3.199833,-6.649024,5.296257,2.459597,-0.958699,-2.276127,-6.592011,3.035317,-2.065082,-5.246853
536.000000,-1.511457,-1.118458,0.118528,0.936668,0.443373,0.510448,0.387698,0.663315,0.473535,0.385154,-3.702828,2.582158,-0.505461,-3.069579,3.201464,-6.651787,5.299118,2.462324,-0.958124,-2.277804,-6.595252,3.036420,-2.066469,-5.250061
537.000000,-1.513042,-1.118622,0.118450,0.937544,0.443701,0.510748,0.388038,0.663200,0.473615,0.385436,-3.704224,2.582363,-0.505877,-3.070632,3.203093,-6.654544,5.301971,2.465046,-0.957545,-2.279478,-6.598485,3.037521,-2.067855,-5.253261
538.000000,-1.514629,-1.118786,0.118373,0.938418,0.444030,0.511046,0.388381,0.663084,0.473695,0.385717,-3.705617,2.582568,-0.506293,-3.071683,3.204719,-6.657293,5.304819,2.467763,-0.956964,-2.281148,-6.601710,3.038618,-2.069238,-5.256456
539.000000,-1.516216,-1.118949,0.118296,0.939290,0.444358,0.511344,0.388725,0.662967,0.473775,0.385998,-3.707006,2.582773,-0.506708,-3.072731,3.206343,-6.660036,5.307660,2.470474,-0.956380,-2.282814,-6.604927,3.039713,-2.070619,-5.259644
540.000000,-1.517805,-1.119113,0.118219,0.940161,0.444686,0.511642,0.389072,0.662850,0.473855,0.386279,-3.708393,2.582978,-0.507123,-3.073776,3.207964,-6.662771,5.310495,2.473181,-0.955793,-2.284478,-6.608136,3.040805,-2.071998,-5.262825
541.000000,-1.519395,-1.119277,0.118142,0.941030,0.445014,0.511938,0.389422,0.662732,0.473935,0.386560,-3.709776,2.583182,-0.507538,-3.074819,3.209584,-6.665500,5.313323,2.475883,-0.955203,-2.286137,-6.611338,3.041894,-2.073375,-5.266000
542.000000,-1.520986,-1.119440,0.118065,0.941898,0.445342,0.512234,0.389773,0.662614,0.474015,0.386840,-3.711156,2.583386,-0.507951,-3.075858,3.211200,-6.668223,5.316145,2.478580,-0.954611,-2.287794,-6.614532,3.042980,-2.074749,-5.269169
543.000000,-1.522578,-1.119604,0.117988,0.942764,0.445670,0.512529,0.390127,0.662494,0.474095,0.387120,-3.712534,2.583590,-0.508365,-3.076895,3.212815,-6.670938,5.318961,2.481272,-0.954016,-2.289446,-6.617719,3.044063,-2.076121,-5.272331
544.000000,-1.524171,-1.119768,0.117911,0.943628,0.445998,0.512824,0.390482,0.662375,0.474175,0.387400,-3.713908,2.583793,-0.508777,-3.077929,3.214427,-6.673647,5.321771,2.483959,-0.953418,-2.291096,-6.620898,3.045144,-2.077491,-5.275487
545.000000,-1.525766,-1.119932,0.117835,0.944491,0.446326,0.513117,0.390840,0.662254,0.474255,0.387679,-3.715279,2.583997,-0.509190,-3.078960,3.216037,-6.676349,5.324575,2.486642,-0.952817,-2.292742,-6.624070,3.046221,-2.078859,-5.278637
546.000000,-1.527361,-1.120095,0.117758,0.945352,0.446654,0.513410,0.391200,0.662133,0.474335,0.387959,-3.716646,2.584200,-0.509601,-3.079989,3.217644,-6.679044,5.327372,2.489319,-0.952214,-2.294384,-6.627234,3.047296,-2.080225,-5.281780
547.000000,-1.528957,-1.120259,0.117682,0.946212,0.446982,0.513703,0.391563,0.662011,0.474415,0.388237,-3.718011,2.584403,-0.510013,-3.081015,3.219249,-6.681733,5.330163,2.491992,-0.951608,-2.296024,-6.630390,3.048368,-2.081588,-5.284917
548.000000,-1.530555,-1.120423,0.117605,0.947070,0.447310,0.513994,0.391927,0.661888,0.474495,0.388516,-3.719373,2.584606,-0.510423,-3.082038,3.220852,-6.684415,5.332948,2.494659,-0.951000,-2.297660,-6.633540,3.049438,-2.082949,-5.288048
549.000000,-1.532153,-1.120587,0.117529,0.947926,0.447638,0.514285,0.392293,0.661765,0.474575,0.388794,-3.720732,2.584809,-0.510833,-3.083058,3.222452,-6.687091,5.335727,2.497322,-0.950388,-2.299292,-6.636681,3.050504,-2.084308,-5.291172
550.000000,-1.533753,-1.120751,0.117453,0.948781,0.447966,0.514576,0.392662,0.661642,0.474656,0.389072,-3.722088,2.585011,-0.511243,-3.084075,3.224051,-6.689760,5.338500,2.499981,-0.949774,-2.300921,-6.639816,3.051568,-2.085665,-5.294290
551.000000,-1.535353,-1.120915,0.117377,0.949634,0.448294,0.514865,0.393032,0.661517,0.474736,0.389350,-3.723440,2.585214,-0.511652,-3.085090,3.225646,-6.692423,5.341267,2.502634,-0.949158,-2.302547,-6.642943,3.052629,-2.087020,-5.297403
552.000000,-1.536955,-1.121078,0.117301,0.950486,0.448622,0.515154,0.393405,0.661392,0.474816,0.389628,-3.724790,2.585416,-0.512061,-3.086102,3.227240,-6.695079,5.344028,2.505283,-0.948539,-2.304170,-6.646062,3.053687,-2.088373,-5.300508
553.000000,-1.538557,-1.121242,0.117226,0.951336,0.448950,0.515443,0.393779,0.661267,0.474896,0.389905,-3.726137,2.585618,-0.512469,-3.087112,3.228831,-6.697729,5.346782,2.507927,-0.947917,-2.305789,-6.649175,3.054743,-2.089723,-5.303608
554.000000,-1.540161,-1.121406,0.117150,0.952185,0.449277,0.515730,0.394156,0.661140,0.474976,0.390182,-3.727481,2.585820,-0.512876,-3.088119,3.230420,-6.700372,5.349531,2.510566,-0.947293,-2.307405,-6.652280,3.055796,-2.091072,-5.306702
555.000000,-1.541765,-1.121570,0.117075,0.953032,0.449605,0.516017,0.394534,0.661014,0.475057,0.390459,-3.728821,2.586021,-0.513283,-3.089123,3.232007,-6.703009,5.352274,2.513200,-0.946666,-2.309017,-6.655378,3.056846,-2.092418,-5.309789
556.000000,-1.543370,-1.121734,0.116999,0.953878,0.449932,0.516303,0.394915,0.660886,0.475137,0.390735,-3.730159,2.586223,-0.513690,-3.090124,3.233591,-6.705640,5.355011,2.515830,-0.946036,-2.310626,-6.658469,3.057894,-2.093762,-5.312870
557.000000,-1.544977,-1.121898,0.116924,0.954722,0.450260,0.516589,0.395297,0.660758,0.475217,0.391011,-3.731494,2.586424,-0.514096,-3.091123,3.235173,-6.708264,5.357742,2.518456,-0.945404,-2.312232,-6.661552,3.058939,-2.095104,-5.315945
558.000000,-1.546584,-1.122062,0.116849,0.955565,0.450587,0.516874,0.395682,0.660630,0.475298,0.391287,-3.732826,2.586626,-0.514501,-3.092120,3.236753,-6.710882,5.360467,2.521076,-0.944769,-2.313835,-6.664629,3.059981,-2.096444,-5.319015
559.000000,-1.548192,-1.122226,0.116774,0.956406,0.450914,0.517158,0.396068,0.660501,0.475378,0.391563,-3.734155,2.586827,-0.514906,-3.093113,3.238331,-6.713494,5.363186,2.523692,-0.944132,-2.315435,-6.667698,3.061021,-2.097782,-5.322078
560.000000,-1.549801,-1.122389,0.116699,0.957246,0.451242,0.517441,0.396456,0.660371,0.475458,0.391838,-3.735481,2.587028,-0.515311,-3.094104,3.239906,-6.716099,5.365899,2.526303,-0.943492,-2.317031,-6.670761,3.062058,-2.099117,-5.325135
561.000000,-1.551411,-1.122553,0.116624,0.958084,0.451569,0.517724,0.396846,0.660241,0.475539,0.392113,-3.736805,2.587229,-0.515715,-3.095093,3.241479,-6.718699,5.368607,2.528910,-0.942850,-2.318624,-6.673816,3.063093,-2.100451,-5.328186
562.000000,-1.553022,-1.122717,0.116549,0.958921,0.451896,0.518006,0.397238,0.660110,0.475619,0.392388,-3.738125,2.587430,-0.516118,-3.096078,3.243050,-6.721292,5.371308,2.531512,-0.942205,-2.320213,-6.676864,3.064124,-2.101783,-5.331231
563.000000,-1.554634,-1.122881,0.116474,0.959756,0.452223,0.518288,0.397632,0.659978,0.475700,0.392663,-3.739442,2.587631,-0.516521,-3.097061,3.244619,-6.723879,5.374004,2.534110,-0.941558,-2.321800,-6.679905,3.065154,-2.103112,-5.334270
564.000000,-1.556247,-1.123045,0.116400,0.960590,0.452550,0.518569,0.398028,0.659846,0.475780,0.392937,-3.740757,2.587831,-0.516924,-3.098042,3.246185,-6.726460,5.376694,2.536703,-0.940908,-2.323383,-6.682940,3.066181,-2.104440,-5.337303
565.000000,-1.557860,-1.123209,0.116325,0.961423,0.452877,0.518849,0.398425,0.659714,0.475861,0.393211,-3.742069,2.588032,-0.517326,-3.099020,3.247749,-6.729034,5.379378,2.539291,-0.940256,-2.324963,-6.685967,3.067205,-2.105765,-5.340330
566.000000,-1.559475,-1.123372,0.116251,0.962254,0.453203,0.519128,0.398825,0.659581,0.475941,0.393485,-3.743378,2.588232,-0.517727,-3.099996,3.249311,-6.731603,5.382057,2.541875,-0.939601,-2.326540,-6.688988,3.068226,-2.107089,-5.343351
567.000000,-1.561090,-1.123536,0.116177,0.963083,0.453530,0.519407,0.399226,0.659447,0.476022,0.393759,-3.744684,2.588433,-0.518128,-3.100969,3.250871,-6.734165,5.384730,2.544455,-0.938944,-2.328114,-6.692002,3.069245,-2.108410,-5.346366
568.000000,-1.562706,-1.123700,0.116103,0.963912,0.453856,0.519686,0.399629,0.659313,0.476102,0.394032,-3.745987,2.588633,-0.518529,-3.101939,3.252428,-6.736722,5.387397,2.547030,-0.938284,-2.329684,-6.695008,3.070262,-2.109729,-5.349376
569.000000,-1.564323,-1.123864,0.116029,0.964739,0.454183,0.519963,0.400033,0.659179,0.476183,0.394305,-3.747288,2.588834,-0.518929,-3.102907,3.253983,-6.739272,5.390059,2.549600,-0.937622,-2.331252,-6.698008,3.071276,-2.111047,-5.352379
570.000000,-1.565941,-1.124028,0.115955,0.965564,0.454509,0.520240,0.400440,0.659044,0.476264,0.394578,-3.748585,2.589034,-0.519328,-3.103872,3.255536,-6.741817,5.392715,2.552166,-0.936958,-2.332816,-6.701002,3.072288,-2.112362,-5.355377
571.000000,-1.567559,-1.124191,0.115881,0.966388,0.454835,0.520516,0.400848,0.658908,0.476344,0.394850,-3.749880,2.589234,-0.519727,-3.104835,3.257087,-6.744355,5.395365,2.554728,-0.936291,-2.334377,-6.703988,3.073297,-2.113675,-5.358369
572.000000,-1.569179,-1.124355,0.115807,0.967211,0.455161,0.520792,0.401258,0.658772,0.476425,0.395123,-3.751172,2.589434,-0.520126,-3.105795,3.258636,-6.746888,5.398010,2.557285,-0.935622,-2.335935,-6.706968,3.074303,-2.114986,-5.361355
573.000000,-1.570799,-1.124519,0.115734,0.968032,0.455487,0.521067,0.401669,0.658635,0.476506,0.395395,-3.752462,2.589634,-0.520524,-3.106753,3.260182,-6.749415,5.400649,2.559838,-0.934950,-2.337490,-6.709941,3.075308,-2.116296,-5.364335
574.000000,-1.572420,-1.124683,0.115660,0.968852,0.455813,0.521341,0.402082,0.658498,0.476587,0.395666,-3.753748,2.589834,-0.520921,-3.107708,3.261727,-6.751936,5.403282,2.562386,-0.934276,-2.339041,-6.712908,3.076309,-2.117603,-5.367309
575.000000,-1.574041,-1.124846,0.115587,0.969671,0.456139,0.521615,0.402497,0.658361,0.476667,0.395938,-3.755032,2.590034,-0.521318,-3.108661,3.263269,-6.754451,5.405910,2.564930,-0.933599,-2.340590,-6.715867,3.077309,-2.118908,-5.370278
576.000000,-1.575664,-1.125010,0.115514,0.970489,0.456464,0.521888,0.402914,0.658223,0.476748,0.396209,-3.756313,2.590234,-0.521715,-3.109612,3.264809,-6.756960,5.408533,2.567470,-0.932921,-2.342135,-6.718821,3.078305,-2.120212,-5.373241
577.000000,-1.577287,-1.125174,0.115441,0.971305,0.456789,0.522160,0.403332,0.658084,0.476829,0.396480,-3.757592,2.590434,-0.522111,-3.110560,3.266346,-6.759463,5.411150,2.570005,-0.932239,-2.343678,-6.721767,3.079300,-2.121513,-5.376198
578.000000,-1.578911,-1.125337,0.115368,0.972119,0.457115,0.522432,0.403752,0.657945,0.476910,0.396751,-3.758867,2.590634,-0.522507,-3.111505,3.267882,-6.761961,5.413761,2.572536,-0.931556,-2.345217,-6.724707,3.080292,-2.122812,-5.379150
579.000000,-1.580536,-1.125501,0.115295,0.972933,0.457440,0.522703,0.404173,0.657806,0.476991,0.397021,-3.760140,2.590834,-0.522902,-3.112448,3.269415,-6.764452,5.416368,2.575062,-0.930870,-2.346753,-6.727641,3.081281,-2.124110,-5.382096
580.000000,-1.582161,-1.125665,0.115222,0.973745,0.457765,0.522973,0.404596,0.657666,0.477072,0.397292,-3.761410,2.591034,-0.523297,-3.113389,3.270947,-6.766939,5.418968,2.577585,-0.930182,-2.348286,-6.730568,3.082269,-2.125405,-5.385036
581.000000,-1.583788,-1.125828,0.115149,0.974556,0.458090,0.523243,0.405021,0.657525,0.477153,0.397562,-3.762678,2.591234,-0.523691,-3.114327,3.272476,-6.769419,5.421563,2.580103,-0.929491,-2.349816,-6.733488,3.083253,-2.126699,-5.387970
582.000000,-1.585414,-1.125992,0.115077,0.975365,0.458414,0.523512,0.405447,0.657384,0.477234,0.397831,-3.763943,2.591434,-0.524085,-3.115263,3.274003,-6.771894,5.424153,2.582616,-0.928799,-2.351343,-6.736402,3.084236,-2.127991,-5.390899
583.000000,-1.587042,-1.126156,0.115004,0.976174,0.458739,0.523781,0.405875,0.657243,0.477315,0.398101,-3.765205,2.591634,-0.524478,-3.116196,3.275528,-6.774363,5.426738,2.585126,-0.928104,-2.352867,-6.739310,3.085216,-2.129280,-5.393822
584.000000,-1.588670,-1.126319,0.114932,0.976981,0.459063,0.524049,0.406304,0.657102,0.477396,0.398370,-3.766465,2.591834,-0.524871,-3.117127,3.277050,-6.776826,5.429317,2.587631,-0.927406,-2.354388,-6.742211,3.086194,-2.130568,-5.396740
585.000000,-1.590299,-1.126483,0.114860,0.977787,0.459387,0.524316,0.406735,0.656959,0.477477,0.398639,-3.767722,2.592035,-0.525263,-3.118055,3.278571,-6.779284,5.431890,2.590132,-0.926707,-2.355906,-6.745106,3.087169,-2.131854,-5.399652
586.000000,-1.591929,-1.126646,0.114788,0.978591,0.459711,0.524583,0.407167,0.656817,0.477558,0.398908,-3.768976,2.592235,-0.525655,-3.118982,3.280089,-6.781736,5.434459,2.592629,-0.926005,-2.357421,-6.747995,3.088142,-2.133138,-5.402558
